algoritmo,hiperparametros,f1_macro,max_features,tipo_ngramas,usa_bigramas,balancing_method,tipo_oversampling
random_forest,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 20}",0.5538301988234878,2000,unigramas+bigramas,True,undersampling,-
random_forest,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.5531459621031871,2000,unigramas+bigramas,True,undersampling,-
random_forest,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 20}",0.5523352042926493,2000,unigramas+bigramas,True,undersampling,-
random_forest,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 20}",0.5513103767591615,2000,unigramas+bigramas,True,undersampling,-
random_forest,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.5498989549155904,2000,unigramas+bigramas,True,undersampling,-
random_forest,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 20}",0.5483191682483131,2000,unigramas+bigramas,True,undersampling,-
random_forest,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.5478279367652191,2000,unigramas+bigramas,True,undersampling,-
random_forest,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 20}",0.5471561757147096,2000,unigramas+bigramas,True,undersampling,-
random_forest,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.5471349313048303,2000,unigramas+bigramas,True,undersampling,-
random_forest,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.5468559787315227,2000,unigramas+bigramas,True,undersampling,-
random_forest,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 100}",0.5467696431052864,2000,unigramas+bigramas,True,undersampling,-
random_forest,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 20}",0.545953257712804,2000,unigramas+bigramas,True,undersampling,-
random_forest,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 100}",0.544668935107296,2000,unigramas+bigramas,True,undersampling,-
svm,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'linear'}",0.5438622258476292,2000,unigramas+bigramas,True,undersampling,-
random_forest,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.5428192440832744,2000,unigramas+bigramas,True,undersampling,-
random_forest,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 20}",0.5417940030714687,2000,unigramas+bigramas,True,undersampling,-
random_forest,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 20}",0.5416491071942717,2000,unigramas+bigramas,True,undersampling,-
random_forest,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.5416436966642666,2000,unigramas+bigramas,True,undersampling,-
random_forest,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 20}",0.5415708991734917,2000,unigramas+bigramas,True,undersampling,-
random_forest,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 100}",0.5411676474515801,2000,unigramas+bigramas,True,undersampling,-
random_forest,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 100}",0.5406317467307142,2000,unigramas+bigramas,True,undersampling,-
random_forest,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.5372510482028792,2000,unigramas+bigramas,True,undersampling,-
random_forest,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.5360080664363864,2000,unigramas+bigramas,True,undersampling,-
random_forest,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 20}",0.5352952039948446,2000,unigramas+bigramas,True,undersampling,-
random_forest,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.5350015596085723,2000,unigramas+bigramas,True,undersampling,-
random_forest,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 20}",0.5336842058432899,2000,unigramas+bigramas,True,undersampling,-
random_forest,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 20}",0.532875423661243,2000,unigramas+bigramas,True,undersampling,-
random_forest,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 100}",0.5322865837045978,2000,unigramas+bigramas,True,undersampling,-
random_forest,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 20}",0.5306909401048057,2000,unigramas+bigramas,True,undersampling,-
random_forest,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 100}",0.5303998012255493,2000,unigramas+bigramas,True,undersampling,-
random_forest,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 20}",0.528631293329415,2000,unigramas+bigramas,True,undersampling,-
random_forest,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 20}",0.5275879381557592,2000,unigramas+bigramas,True,undersampling,-
random_forest,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 20}",0.522779237388671,2000,unigramas+bigramas,True,undersampling,-
random_forest,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 20}",0.5213157171121962,2000,unigramas+bigramas,True,undersampling,-
random_forest,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 20}",0.5204955870996233,2000,unigramas+bigramas,True,undersampling,-
random_forest,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 20}",0.5200682813884115,2000,unigramas+bigramas,True,undersampling,-
random_forest,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 20}",0.5195931677354685,2000,unigramas+bigramas,True,undersampling,-
random_forest,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.518474552936531,2000,unigramas+bigramas,True,undersampling,-
random_forest,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 20}",0.5169348654177625,2000,unigramas+bigramas,True,undersampling,-
random_forest,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 20}",0.5164824950475155,2000,unigramas+bigramas,True,undersampling,-
logistic_regression,"{'C': 0.1, 'class_weight': None, 'max_iter': 500, 'penalty': 'l2', 'solver': 'lbfgs'}",0.5118358547158114,3000,unigramas+bigramas,True,none,-
logistic_regression,"{'C': 0.1, 'class_weight': None, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'lbfgs'}",0.5118358547158114,3000,unigramas+bigramas,True,none,-
decision_tree,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.436427630125035,2000,unigramas+bigramas,True,undersampling,-
decision_tree,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.4352888051532259,2000,unigramas+bigramas,True,undersampling,-
decision_tree,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.4347063868618772,2000,unigramas+bigramas,True,undersampling,-
decision_tree,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.4344210700116854,2000,unigramas+bigramas,True,undersampling,-
decision_tree,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.4339861409291298,2000,unigramas+bigramas,True,undersampling,-
decision_tree,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.4334888541325501,2000,unigramas+bigramas,True,undersampling,-
decision_tree,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.4294434357951636,2000,unigramas+bigramas,True,undersampling,-
decision_tree,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.4279961421634577,2000,unigramas+bigramas,True,undersampling,-
decision_tree,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.4279961421634577,2000,unigramas+bigramas,True,undersampling,-
decision_tree,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.4167136206768436,2000,unigramas+bigramas,True,undersampling,-
decision_tree,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.4163836953576034,2000,unigramas+bigramas,True,undersampling,-
decision_tree,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.4163161324221372,2000,unigramas+bigramas,True,undersampling,-
decision_tree,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.414071207828931,2000,unigramas+bigramas,True,undersampling,-
decision_tree,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.413633157580235,2000,unigramas+bigramas,True,undersampling,-
decision_tree,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.4135403498729441,2000,unigramas+bigramas,True,undersampling,-
decision_tree,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.4133233027771631,2000,unigramas+bigramas,True,undersampling,-
decision_tree,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.4126105714202349,2000,unigramas+bigramas,True,undersampling,-
decision_tree,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.4125870074060144,2000,unigramas+bigramas,True,undersampling,-
decision_tree,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.4085214962893106,2000,unigramas+bigramas,True,undersampling,-
decision_tree,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.4083835254432464,2000,unigramas+bigramas,True,undersampling,-
decision_tree,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.4079246619930939,2000,unigramas+bigramas,True,undersampling,-
decision_tree,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.4079246619930939,2000,unigramas+bigramas,True,undersampling,-
decision_tree,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.4079246619930939,2000,unigramas+bigramas,True,undersampling,-
decision_tree,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.4075077963025919,2000,unigramas+bigramas,True,undersampling,-
decision_tree,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.407507721929752,2000,unigramas+bigramas,True,undersampling,-
decision_tree,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.407507721929752,2000,unigramas+bigramas,True,undersampling,-
decision_tree,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.407507721929752,2000,unigramas+bigramas,True,undersampling,-
kNN,"{'metric': 'euclidean', 'n_neighbors': 2, 'weights': 'distance'}",0.3968305528676155,2000,unigramas+bigramas,True,undersampling,-
kNN,"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'distance'}",0.3968305528676155,2000,unigramas+bigramas,True,undersampling,-
kNN,"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'}",0.3968305528676155,2000,unigramas+bigramas,True,undersampling,-
decision_tree,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.3929734227647994,2000,unigramas+bigramas,True,undersampling,-
decision_tree,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.3928269051607076,2000,unigramas+bigramas,True,undersampling,-
decision_tree,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.3925355834811598,2000,unigramas+bigramas,True,undersampling,-
decision_tree,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.3925355834811598,2000,unigramas+bigramas,True,undersampling,-
decision_tree,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.392526485863317,2000,unigramas+bigramas,True,undersampling,-
decision_tree,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.3923923928430749,2000,unigramas+bigramas,True,undersampling,-
decision_tree,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.3923808301722068,2000,unigramas+bigramas,True,undersampling,-
decision_tree,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.3919382037496545,2000,unigramas+bigramas,True,undersampling,-
decision_tree,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.3916346875389974,2000,unigramas+bigramas,True,undersampling,-
kNN,"{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'distance'}",0.3867566508980647,2000,unigramas+bigramas,True,undersampling,-
kNN,"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}",0.3867566508980647,2000,unigramas+bigramas,True,undersampling,-
kNN,"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'distance'}",0.3867566508980647,2000,unigramas+bigramas,True,undersampling,-
kNN,"{'metric': 'euclidean', 'n_neighbors': 4, 'weights': 'distance'}",0.3809940030074742,2000,unigramas+bigramas,True,undersampling,-
kNN,"{'metric': 'euclidean', 'n_neighbors': 5, 'weights': 'distance'}",0.3775907530356047,2000,unigramas+bigramas,True,undersampling,-
kNN,"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}",0.3712571122047092,2000,unigramas+bigramas,True,undersampling,-
kNN,"{'metric': 'euclidean', 'n_neighbors': 2, 'weights': 'uniform'}",0.3692311020101946,2000,unigramas+bigramas,True,undersampling,-
kNN,"{'metric': 'euclidean', 'n_neighbors': 7, 'weights': 'distance'}",0.3665189758419924,2000,unigramas+bigramas,True,undersampling,-
kNN,"{'metric': 'euclidean', 'n_neighbors': 5, 'weights': 'uniform'}",0.3660865308107731,2000,unigramas+bigramas,True,undersampling,-
kNN,"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}",0.3646538076676361,2000,unigramas+bigramas,True,undersampling,-
kNN,"{'metric': 'euclidean', 'n_neighbors': 8, 'weights': 'distance'}",0.3623971014502737,2000,unigramas+bigramas,True,undersampling,-
kNN,"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}",0.3586430264555916,2000,unigramas+bigramas,True,undersampling,-
kNN,"{'metric': 'euclidean', 'n_neighbors': 4, 'weights': 'uniform'}",0.356045667083557,2000,unigramas+bigramas,True,undersampling,-
kNN,"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}",0.3556772699217429,2000,unigramas+bigramas,True,undersampling,-
kNN,"{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'uniform'}",0.348986656039222,2000,unigramas+bigramas,True,undersampling,-
kNN,"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'uniform'}",0.3408787784141457,2000,unigramas+bigramas,True,undersampling,-
kNN,"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'uniform'}",0.3314525705915356,2000,unigramas+bigramas,True,undersampling,-
kNN,"{'metric': 'euclidean', 'n_neighbors': 7, 'weights': 'uniform'}",0.3304864418753415,2000,unigramas+bigramas,True,undersampling,-
kNN,"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'uniform'}",0.3144391306794972,2000,unigramas+bigramas,True,undersampling,-
kNN,"{'metric': 'euclidean', 'n_neighbors': 8, 'weights': 'uniform'}",0.3123928746749692,2000,unigramas+bigramas,True,undersampling,-
kNN,"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'uniform'}",0.2992273095270824,2000,unigramas+bigramas,True,undersampling,-
